37819,向阳素描×蜂窝,ひだまりスケッチ×ハニカム,422,7.8
119279,Go! Princess 光之美少女,Go! プリンセスプリキュア,424,7.9
214799,宝石之国,宝石の国,425,7.8
285482,异种族风俗娘评鉴指南,異種族レビュアーズ,426,7.8
8474,放浪男孩,放浪息子,429,7.8
193042,有顶天家族2,有頂天家族2,430,7.8
1263,魔法少女奈叶A's,魔法少女リリカルなのはA's,431,7.8
1805,铳墓,ガングレイヴ,433,7.8
23161,伪物语,偽物語,434,7.8
4214,圣母在上,マリア様がみてる,436,7.8
3275,降世神通：最后的气宗 第一季,Avatar:The Last Airbender Season 1,437,7.8
751,葫芦兄弟,葫芦兄弟,438,7.8
9588,金田一少年事件簿,金田一少年の事件簿,439,7.8
1742,忏・再见绝望先生,懺・さよなら絶望先生,442,7.8
219654,马男波杰克4,Bojack Horseman Season 4,443,8.0
14877,大~集合！小魔女DoReMi,も〜っと!おジャ魔女どれみ,444,7.9
194300,探险活宝 第八季,Adventure Time season 8,449,8.2
3019,精灵宝可梦,ポケットモンスター,450,7.7
52129,少年正义联盟 第二季,Young Justice Season 2：Invasion,451,8.2
83868,元气囝仔,ばらかもん,453,7.8
103906,心理测量者 新编集版,PSYCHO-PASS サイコパス 新編集版,454,7.8
1512,狼与香辛料 第二季,狼と香辛料II,456,7.8
10440,我们仍未知道那天所看见的花的名字。,あの日見た花の名前を僕達はまだ知らない。,457,7.7
24823,蜡笔小新,クレヨンしんちゃん,458,7.8
1966,交响情人梦 巴黎篇,のだめカンタービレ 巴里編,461,7.8
2059,斗牌传说,闘牌伝説アカギ 〜闇に舞い降りた天才〜,462,7.8
85316,探险活宝 第五季,Adventure Time season 5,463,8.0
3482,搞笑漫画日和＋,ギャグマンガ日和＋,464,7.7
243981,终将成为你,やがて君になる,465,7.7
4849,南方公园 第13季,South Park Season 13,466,7.9
5487,阿尔卑斯山的少女,アルプスの少女ハイジ,468,7.9
6756,来来猫 第二季,くるねこ Season2,471,7.9
7883,女仆咖啡厅,それでも町は廻っている,476,7.7
104521,探险活宝 第六季,Adventure Time season 6,477,8.0
54234,小马驹G4 第三季,My Little Pony: Friendship Is Magic : S3,478,7.8
330,向阳素描×365,ひだまりスケッチ×365,481,7.7
9757,好想告诉你 第二季,君に届け 2ND SEASON,482,7.7
317680,歌剧少女！！,かげきしょうじょ!!,484,7.7
106656,探险活宝 第四季,Adventure Time season 4,485,8.0
106655,探险活宝 第三季,Adventure Time season 3,486,8.0
334,全金属狂潮,フルメタル・パニック!,487,7.7
3471,刀语,刀語,490,7.7
287488,佐贺偶像是传奇 复仇,ゾンビランドサガ リベンジ,491,7.7
1894,勇者王GaoGaiGar,勇者王ガオガイガー,492,7.8
129224,小马驹G4 第五季,My Little Pony: Friendship Is Magic : S5,493,7.8
294713,隐瞒之事,かくしごと,500,7.7
8290,头文字D,頭文字D,501,7.7
3916,甲贺忍法帖,バジリスク ～甲賀忍法帖～,505,7.7
106653,探险活宝 第一季,Adventure Time season 1,508,7.8
47685,南家三姐妹 我回来了,みなみけ ただいま,509,7.7
885,食灵-零-,喰霊-零-,512,7.7
4328,江户盗贼团五叶,さらい屋 五葉,515,7.7
749,查理布朗和史努比,The Charlie Brown and Snoopy Show,516,7.8
260770,请问您今天要来点兔子吗？BLOOM,ご注文はうさぎですか？ BLOOM,517,7.7
137722,只有我不存在的城市,僕だけがいない街,518,7.7
254470,马男波杰克5,Bojack Horseman Season 5,519,8.0
22346,飞出个未来 第7季,Futurama (Season 7),521,8.1
297396,BACK ARROW,バック・アロウ,522,7.7
10309,南方公园 第11季,South Park Season 11,524,7.8
2790,好想告诉你,君に届け,525,7.7
